clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
280,Hélio Júnio Nunes de Castro,helinho,Helinho,102598,25,5,5,0,3.2,0,1.14,5,0,6,0,2,0,0,0,0,0,2,15,1,0,1,0,0,0,0
280,Raul Lô Gonçalves,raul,Raul,92496,25,4,7,3.6,8.67,0.01,5,16,0,29,0,0,0,0,0,0,0,42,95,1,0,1,3,1,1,0
280,Luis Phelipe de Souza Figueiredo,luis-phelipe,Luis Phelipe,104500,25,5,6,0,5.07,0,2.12,11,0,5,0,1,0,0,0,0,0,12,14,1,0,1,0,1,0,0
280,Leandro Henrique do Nascimento,leandrinho,Leandrinho,91702,25,5,6,0,2.25,0,0.9,6,0,2,0,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0
280,Chrigor Flores Moraes,chrigor,Chrigor,101398,25,5,6,0,1.58,0,0.3,3,0,3,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0
280,Victor Hugo Zorzenoni,victor-zorzenoni,Victor Zorzenoni,110770,25,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Weverson Moreira da Costa,weverson,Weverson,109426,25,2,2,0,1,0,0.17,13,0,9,0,1,1,1,0,0,0,1,58,0,0,1,1,0,2,0
280,Lucas Evangelista Santana de Oliveira,lucas-evangelista,Lucas Evangelista,84674,25,4,6,1,5.01,-0.08,3.62,15,0,25,0,5,0,0,0,0,0,34,50,1,1,7,8,2,0,0
280,Jan Carlos Hurtado Anchico,hurtado,Hurtado,105301,25,5,6,0,1.72,0,0.48,12,0,12,0,1,0,0,0,0,0,2,8,0,0,1,3,1,0,0
280,César Rafael Haydar Villarreal,haydar,Haydar,108385,25,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Eric dos Santos Rodrigues,ramires,Ramires,103295,25,4,2,0,4.15,0,-0.43,3,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,2,0
280,Maurício Nogueira Barbieri,mauricio-barbieri,Maurício Barbieri,82792,25,6,7,3.38,7.66,0.01,3.36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Ligger Moreira Malaquias,ligger,Ligger,61141,25,3,7,-1.9,3.88,-0.81,2.6,18,0,25,0,1,0,5,0,0,0,11,47,1,0,1,4,0,0,0
280,Uillian Correia Granemann,uillian-correia,Uillian Correia,72007,25,4,6,0,2.21,0,-0.67,7,0,8,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0
280,Alex Alves de Lima,alex-alves,Alex Alves,77861,25,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Edimar Curitiba Fraga,edimar,Edimar,62024,25,2,2,0,4.57,0,1.78,18,0,26,0,4,0,4,0,0,0,10,164,0,0,2,13,0,1,0
280,Andrew Erik Feitosa,morato,Morato,86227,25,5,6,-0.1,2.15,-0.06,0.25,15,0,16,0,1,1,0,0,0,0,11,61,0,0,4,8,0,2,0
280,Ricardo Ryller Ribeiro Lino Silva,ricardo-ryller,Ricardo Ryller,85856,25,4,2,0,3.98,-0.88,1.86,19,0,52,0,8,0,0,0,0,0,22,63,1,0,3,10,1,0,0
280,Aderlan de Lima Silva,aderlan,Aderlan,88423,25,2,7,1,8.78,-0.86,2.72,22,0,49,0,2,0,5,0,0,0,22,229,0,0,3,8,0,1,0
280,Fabrício Bruno Soares de Faria,fabricio-bruno,Fabrício Bruno,90768,25,3,6,0,0.86,0,-0.34,5,0,5,0,1,1,0,0,0,0,2,12,0,0,0,0,0,0,0
280,Matheus Sousa de Jesus,matheus-jesus,Matheus Jesus,95335,25,4,6,0,4.19,0,0.99,10,0,13,0,3,0,0,0,0,0,7,38,1,0,3,7,0,1,0
280,Artur Victor Guimarães,artur,Artur,95799,25,5,7,11.8,13.44,1.28,3.5,21,0,17,0,1,0,0,0,0,0,47,184,4,2,12,23,0,4,1
280,Cleiton Schwengber,cleiton,Cleiton,93882,25,1,7,-2.8,0.78,-0.77,-0.02,18,0,0,0,0,0,4,8,0,20,2,133,0,0,0,0,0,0,0
280,Alerrandro Barra Mansa Realino de Souza,alerrandro,Alerrandro,101715,25,5,6,0.2,10.06,-0.13,4.98,14,0,9,0,0,0,0,0,0,0,18,39,2,2,5,9,5,4,1
280,Leonardo Rech Ortiz,leo-ortiz,Léo Ortiz,97867,25,3,7,2.9,8.35,-0.35,3.12,24,0,15,1,3,0,5,0,0,0,11,101,0,0,1,7,3,0,0
280,Leonardo Javier Realpe Montaño,realpe,Realpe,106299,25,3,6,0,3.36,0,1.22,5,0,1,0,1,0,0,0,0,0,1,17,0,0,0,1,0,0,0
280,Victor Hugo Santana Carvalho,vitinho,Vitinho,95770,25,4,5,0,2.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Bruno Nunes de Barros,bruno-tubarao,Bruno Tubarão,93637,25,4,2,0,3.94,0,2.67,18,0,16,0,3,0,0,0,0,0,10,79,1,2,5,10,1,2,0
280,Claudio Luiz Rodrigues Parisi Leonel,claudinho,Claudinho,92630,25,5,7,7.7,14.68,1.21,5.33,21,0,19,0,3,0,0,0,0,0,32,198,1,0,16,20,8,4,1
280,Luan Cândido de Almeida,luan-candido,Luan Cândido,100848,25,2,3,5.1,2.35,-0.19,2.42,6,0,13,0,3,0,2,0,0,0,2,44,0,0,0,3,1,0,0
280,Thonny Anderson da Silva Carvalho,thonny-anderson,Thonny Anderson,101484,25,4,6,7.8,5.06,1.25,-0.02,6,0,3,0,0,1,0,0,0,0,1,11,0,0,0,0,1,0,1
280,Tomás Esteban Cuello,cuello,Cuello,98909,25,4,2,-0.2,1.77,-0.25,1.08,9,0,9,0,2,0,0,0,0,0,4,30,0,1,4,3,0,0,0
280,Weverton Guilherme da Silva Souza,weverton,Weverton,104625,25,2,6,0,0.99,0,0.16,5,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0
280,Ytalo José Oliveira dos Santos,ytalo,Ytalo,53148,25,5,7,1.1,5.88,-0.47,3.13,17,0,17,0,0,0,0,0,0,0,12,32,3,0,9,9,2,2,0
280,Júlio César de Souza Santos,julio-cesar,Júlio César,38133,25,1,6,0,4.47,0,0.75,6,0,0,0,0,0,1,4,1,9,0,55,0,0,0,0,0,0,0
