grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,9,3,2,0,5.24,-0.34,2.05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,9,5,2,0,6.14,0.2,1.33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Renê Rodrigues Martins,rene,Renê,78445,9,2,7,0,5.28,0,2.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,9,3,7,0,4.99,0,2.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gerson Santos da Silva,gerson,Gerson,89256,9,4,3,0,9.07,-0.33,1.98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,9,4,7,0,5.44,0.27,1.17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,9,5,2,0,3.86,0,2.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,9,5,5,0,3.82,0,1.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,9,1,2,0,1.56,-0.95,-0.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Matheus Soares Thuler,thuler,Thuler,100125,9,3,6,0,2.37,0,-0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Michael Richard Delgado de Oliveira,michael,Michael,99392,9,5,2,0,6.02,-0.64,2.06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Matheus França Silva,matheuzinho,Matheuzinho,101727,9,2,2,0,2.21,-0.54,2.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,9,5,6,0,3.14,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,9,3,2,0,8.92,-0.41,2.78,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
