grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Everton Augusto de Barros Ribeiro,everton-ribeiro,Everton Ribeiro,51772,12,4,6,0,7.62,0,3.33,10,0,9,0,2,0,0,0,0,0,20,78,0,0,3,5,2,0,0
Flamengo,262,Diego Alves Carreira,diego-alves,Diego Alves,38509,12,1,2,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
Flamengo,262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,12,4,6,0,8.7,0,1.98,10,0,10,0,1,0,0,0,0,0,5,39,0,0,1,5,0,0,0
Flamengo,262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,12,3,2,0,8.92,0,2.78,9,0,9,0,1,0,2,0,0,0,3,16,0,0,1,3,0,0,0
Flamengo,262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,12,2,7,0,6.56,0,3.12,8,0,10,1,1,0,2,0,0,0,11,62,0,0,2,1,1,1,0
Flamengo,262,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,104257,12,2,5,0,4.17,0,3.55,2,0,6,0,1,0,1,0,0,0,7,12,0,0,0,1,0,0,0
Flamengo,262,Diego Ribas da Cunha,diego,Diego,38909,12,4,2,0,4.5,0,0.12,7,0,10,0,2,0,0,0,0,0,15,15,0,0,0,1,0,0,0
Flamengo,262,César Bernardo Dutra,cesar,César,78086,12,1,6,0,3.38,0,1.2,4,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0
Flamengo,262,Renê Rodrigues Martins,rene,Renê,78445,12,2,6,0,6.17,0,3.73,4,0,1,0,1,0,1,0,0,0,3,31,0,0,0,0,0,0,0
Flamengo,262,Gerson Santos da Silva,gerson,Gerson,89256,12,4,7,0,9.07,0,1.98,7,0,18,0,3,0,0,0,0,0,22,23,0,0,0,4,0,0,0
Flamengo,262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,12,3,6,0,5.46,0,1.96,5,0,3,0,0,0,1,0,0,0,2,13,0,0,0,2,0,0,0
Flamengo,262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,12,4,7,0,6.16,0,2.04,5,0,7,0,0,0,0,0,0,0,2,25,0,0,1,0,0,0,0
Flamengo,262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,12,3,6,0,5.24,0,2.21,7,0,9,0,0,0,1,0,0,0,6,32,0,0,2,1,0,0,0
Flamengo,262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,12,5,6,0,6.02,0,1.38,7,0,6,0,0,0,0,0,0,0,5,36,0,0,2,8,0,0,0
Flamengo,262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,12,5,7,0,3.25,0,2.45,8,0,8,0,1,0,0,0,0,0,2,9,0,0,4,4,2,3,0
Flamengo,262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,12,1,6,0,1.56,0,-0.9,3,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,12,5,6,0,3.82,0,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
Flamengo,262,Michael Richard Delgado de Oliveira,michael,Michael,99392,12,5,6,0,6.56,0,2.32,6,0,8,0,1,0,0,0,0,0,2,21,1,0,3,8,0,0,0
Flamengo,262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,12,5,2,0,2.79,0,0,3,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
Flamengo,262,Matheus França Silva,matheuzinho,Matheuzinho,101727,12,2,6,0,2.32,0,2.13,4,0,2,0,1,0,0,0,0,0,2,9,1,0,2,0,0,0,0
Flamengo,262,Matheus Soares Thuler,thuler,Thuler,100125,12,3,6,0,2.37,0,-0.6,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Flamengo,262,Hugo de Souza Nogueira,hugo-souza,Hugo Souza,101574,12,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Rodrigo Muniz Carvalho,rodrigo-muniz,Rodrigo Muniz,107112,12,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,João Pedro Vilardi Pinto,pepe,Pepê,101573,12,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Guilherme da Silva Gonçalves,guilherme-bala,Guilherme Bala,105318,12,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Domènec Torrent Font,domenec-torrent,Domènec Torrent,109505,12,6,7,0,8.79,0,3.49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Natan Bernardo de Souza,natan,Natan,107110,12,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Ramon Ramos Lima,ramon,Ramon,101597,12,2,6,0,1.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,José Ítalo Monteiro Fidelis dos Santos,italo,Ítalo,107108,12,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Rodrigues Noga,gabriel-noga,Gabriel Noga,107107,12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Richard Rios Montoya,richard-rios,Richard Rios,107111,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Otávio Ataide da Silva,otavio,Otávio,110189,12,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Vinicius Milani Bueno,milani,Milani,110188,12,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Mauricio Aníbal Isla Isla,isla,Isla,69345,12,2,7,0,8.37,0,2.4,5,0,8,0,1,0,1,0,0,0,1,35,2,0,0,0,0,2,0
Flamengo,262,Lázaro Vinicius Marques,lazaro,Lázaro,110193,12,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Dhouglas Francisco de Souza Rodrigues,dhouglas,Dhouglas,110207,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,12,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,João Victor Gomes da Silva,gomes,Gomes,107109,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Barbosa Almeida,gabriel,Gabriel,83257,12,5,5,0,13.46,0,6.96,9,0,3,0,2,0,0,0,0,0,10,55,0,1,11,15,5,7,0
Flamengo,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,12,4,7,0,18.54,0,6.42,8,0,8,0,0,0,0,0,0,0,8,86,1,1,6,6,3,0,0
Flamengo,262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,12,5,7,0,11.48,0,2.1,6,0,15,0,3,0,0,0,0,0,19,34,1,1,3,3,0,2,0
Botafogo,263,Rafael Navarro Leal,rafael-navarro,Rafael Navarro,105770,12,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botafogo,263,Victor Luis Chuab Zamblauskas,victor-luis,Victor Luis,86410,12,2,7,13.5,11.6,2.23,7.47,6,0,4,0,0,0,2,0,0,0,3,59,0,0,2,1,2,0,0
Botafogo,263,Kevin Peterson dos Santos Silva,kevin,Kevin ,91888,12,2,7,2.2,3.32,0.6,2.17,7,0,6,0,1,0,1,0,0,0,6,72,0,0,3,1,0,0,0
Botafogo,263,Keisuke Honda,honda,Honda,69940,12,4,6,0,4.88,0,1.96,7,0,8,0,0,0,0,0,0,0,2,37,0,0,1,4,0,0,0
Botafogo,263,Roberto Junior Fernández Torres,gatito-fernandez,Gatito Fernández,74061,12,1,6,0,14.9,0,5.6,8,0,0,0,1,0,3,13,0,7,0,62,0,0,0,0,0,0,0
Botafogo,263,Bruno dos Santos Nazário,bruno-nazario,Bruno Nazário,81776,12,4,5,0.9,7.18,-1.14,2.92,10,0,15,0,0,0,0,0,0,0,13,80,1,0,8,7,1,0,0
Botafogo,263,Márcio Almeida de Oliveira,marcinho,Marcinho,93797,12,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botafogo,263,Pedro Raul Garay da Silva,pedro-raul,Pedro Raul,98225,12,5,2,1.5,5.37,0.35,1.25,6,0,12,0,1,0,0,0,0,0,9,29,0,0,1,4,1,1,0
Botafogo,263,Marcelo da Conceição Benevenuto Malaquias,marcelo-benevenuto,Marcelo Benevenuto,95638,12,3,7,0,7.63,0,2.99,10,0,4,0,2,0,3,0,0,0,7,30,0,0,1,4,0,0,0
