grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,8,3,2,1.2,9.33,-0.36,3.15,8,0,7,0,1,0,2,0,0,0,3,14,0,0,1,3,0,0,0
Flamengo,262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,8,4,7,3.2,8.71,0.01,1.9,8,0,10,0,1,0,0,0,0,0,5,29,0,0,1,3,0,0,0
Flamengo,262,Diego Alves Carreira,diego-alves,Diego Alves,38509,8,1,5,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
Flamengo,262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,8,2,7,0.1,4.72,-1.07,2.31,7,0,7,1,1,0,2,0,0,0,8,60,0,0,2,1,0,1,0
Flamengo,262,César Bernardo Dutra,cesar,César,78086,8,1,6,0,5.09,0,3,3,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0
Flamengo,262,Diego Ribas da Cunha,diego,Diego,38909,8,4,6,-0.1,4.39,0.24,-0.34,5,0,8,0,2,0,0,0,0,0,11,12,0,0,0,0,0,0,0
Flamengo,262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,8,3,6,1.7,5.58,-0.74,2.7,3,0,2,0,0,0,1,0,0,0,2,7,0,0,0,1,0,0,0
Flamengo,262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,8,5,2,0,5.94,0,1.08,5,0,4,0,0,0,0,0,0,0,4,18,0,0,1,5,0,0,0
Flamengo,262,Renê Rodrigues Martins,rene,Renê,78445,8,2,6,0,5.28,0,2.9,3,0,1,0,1,0,1,0,0,0,1,23,0,0,0,0,0,0,0
Flamengo,262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,8,3,7,0,4.99,0,2.2,6,0,9,0,0,0,1,0,0,0,5,30,0,0,2,1,0,0,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,8,5,5,0,3.82,-0.59,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
