grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,24,5,2,-0.1,5.17,-0.62,4.21,17,0,18,0,1,0,0,0,0,0,18,35,0,0,14,8,7,4,1
Flamengo,262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,24,1,6,0,1.56,0,-0.9,3,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0
Flamengo,262,Michael Richard Delgado de Oliveira,michael,Michael,99392,24,5,6,0.5,5.22,0.01,1.04,14,0,13,0,1,0,0,0,0,0,8,38,1,0,3,9,0,0,0
Flamengo,262,Gerson Santos da Silva,gerson,Gerson,89256,24,4,7,7.7,10.33,0.74,3.24,18,0,38,0,5,0,0,0,0,0,69,76,2,0,6,9,0,2,0
Flamengo,262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,24,4,5,0,6.99,0,2.72,12,0,26,0,4,0,0,0,0,0,7,66,2,1,2,3,0,0,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,24,5,6,0,3.3,0,1,4,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
Flamengo,262,Rogério Ceni,rogerio-ceni,Rogério Ceni,97341,24,6,7,4.18,7.91,-0.27,3.32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,24,5,6,0,3.78,0,1.88,12,0,2,0,1,0,0,0,0,0,1,15,1,0,8,0,1,0,0
Flamengo,262,Matheus França Silva,matheuzinho,Matheuzinho,101727,24,2,6,0,2.37,0,2.2,8,0,4,0,1,0,1,0,0,0,2,26,1,0,3,2,0,0,0
Flamengo,262,Matheus Soares Thuler,thuler,Thuler,100125,24,3,6,0,2.2,0,-0.28,4,0,3,0,1,0,0,0,0,0,3,11,0,0,0,0,0,0,0
Flamengo,262,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,104257,24,2,6,0,4.17,0,3.55,2,0,6,0,1,0,1,0,0,0,7,12,0,0,0,1,0,0,0
Flamengo,262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,24,3,2,0,5.1,0,2.26,12,0,15,0,1,0,1,0,0,0,9,56,0,0,2,3,1,0,0
Flamengo,262,Hugo de Souza Nogueira,hugo-souza,Hugo Souza,101574,24,1,6,0,1.42,0,0.71,9,0,0,0,0,0,1,9,0,15,0,46,0,0,0,0,0,0,0
Flamengo,262,João Victor Gomes da Silva,gomes,Gomes,107109,24,4,7,0,1.94,0,5.2,1,0,4,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0
Flamengo,262,José Ítalo Monteiro Fidelis dos Santos,italo,Ítalo,107108,24,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Guilherme da Silva Gonçalves,guilherme-bala,Guilherme Bala,105318,24,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Vinicius Milani Bueno,milani,Milani,110188,24,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Natan Bernardo de Souza,natan,Natan,107110,24,3,2,0,3.75,0,3.55,7,0,5,0,3,0,1,0,0,0,2,25,1,0,1,2,1,0,0
Flamengo,262,Otávio Ataide da Silva,otavio,Otávio,110189,24,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,24,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Rodrigues Noga,gabriel-noga,Gabriel Noga,107107,24,3,6,0,0.78,0,-0.35,2,0,1,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0
Flamengo,262,Richard Rios Montoya,richard-rios,Richard Rios,107111,24,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Barbosa Almeida,gabriel,Gabriel,83257,24,5,2,0,11.88,0,5.75,11,0,3,0,2,0,0,0,0,0,11,57,0,1,11,16,5,8,0
Flamengo,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,24,4,7,1.5,16.89,-2.28,6.34,12,0,11,0,0,0,0,0,0,0,13,124,3,1,8,10,4,0,0
Flamengo,262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,24,5,7,4.3,12.61,-1.88,4.84,16,0,28,0,7,0,0,0,0,0,40,91,3,3,9,11,5,4,1
Flamengo,262,Lázaro Vinicius Marques,lazaro,Lázaro,110193,24,5,6,0,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Dhouglas Francisco de Souza Rodrigues,dhouglas,Dhouglas,110207,24,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Ramon Ramos Lima,ramon,Ramon,101597,24,2,6,0,1.25,0,-0.1,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Flamengo,262,Mauricio Aníbal Isla Isla,isla,Isla,69345,24,2,7,6,9.17,0.21,3.24,14,0,19,0,3,0,3,0,0,0,8,111,5,0,0,0,0,6,0
Flamengo,262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,24,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
