grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Everton Augusto de Barros Ribeiro,everton-ribeiro,Everton Ribeiro,51772,17,4,7,19.8,11.02,3.72,4.74,13,0,15,0,2,0,0,0,0,0,24,101,2,0,6,7,4,1,0
Flamengo,262,Diego Alves Carreira,diego-alves,Diego Alves,38509,17,1,5,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
Flamengo,262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,17,2,7,7.5,7.01,0.83,3.62,12,0,15,1,3,0,3,0,0,0,15,92,1,0,2,1,1,1,0
Flamengo,262,Diego Ribas da Cunha,diego,Diego,38909,17,4,6,8.4,6.55,0.33,2.43,12,0,17,0,3,0,0,0,0,0,31,44,2,0,2,4,1,0,0
Flamengo,262,Mauricio Aníbal Isla Isla,isla,Isla,69345,17,2,7,7.6,9.23,1.45,3.01,9,0,10,0,1,0,2,0,0,0,4,69,3,0,0,0,0,4,0
Flamengo,262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,17,3,6,0.5,5.8,-0.56,3.54,8,0,6,0,0,0,2,0,0,0,5,18,0,0,0,2,1,0,0
Flamengo,262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,17,3,2,0,8.92,0,2.78,9,0,9,0,1,0,2,0,0,0,3,16,0,0,1,3,0,0,0
Flamengo,262,Renê Rodrigues Martins,rene,Renê,78445,17,2,6,0,5.23,0,3.2,6,0,4,0,1,0,2,0,0,0,3,51,0,0,0,1,0,0,0
Flamengo,262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,17,4,7,-0.3,7.52,0.13,1.42,15,0,16,0,2,0,0,0,0,0,5,53,0,0,1,6,0,0,0
Flamengo,262,César Bernardo Dutra,cesar,César,78086,17,1,6,0,3.38,0,1.2,4,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0
Flamengo,262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,17,5,7,12,7.61,1.71,1.93,12,0,13,0,1,0,0,0,0,0,7,52,0,0,5,10,1,1,0
Flamengo,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,17,4,6,0,18.58,0,6.36,9,0,10,0,0,0,0,0,0,0,10,97,2,1,7,7,3,0,0
Flamengo,262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,17,4,7,-0.4,5.66,-1.19,2.84,9,0,18,0,2,0,0,0,0,0,6,44,1,0,2,2,0,0,0
Flamengo,262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,17,5,3,7.5,12.55,1.45,4.02,11,0,21,0,6,0,0,0,0,0,28,62,3,1,4,5,3,4,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,17,5,6,0,3.82,0,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
Flamengo,262,Matheus Soares Thuler,thuler,Thuler,100125,17,3,6,0,2.12,0,-0.6,3,0,1,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0
Flamengo,262,Gerson Santos da Silva,gerson,Gerson,89256,17,4,7,0.8,8.48,0.1,1.76,12,0,27,0,4,0,0,0,0,0,37,46,0,0,2,6,0,1,0
Flamengo,262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,17,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Vinicius Milani Bueno,milani,Milani,110188,17,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Otávio Ataide da Silva,otavio,Otávio,110189,17,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,17,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
