grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,15,5,7,-2,4.95,-0.42,0.74,10,0,12,0,1,0,0,0,0,0,6,41,0,0,2,9,0,0,0
Flamengo,262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,15,4,2,3.2,8.32,0.57,1.79,13,0,15,0,1,0,0,0,0,0,5,48,0,0,1,6,0,0,0
Flamengo,262,Diego Alves Carreira,diego-alves,Diego Alves,38509,15,1,2,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
Flamengo,262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,15,2,3,3.5,6.18,-0.24,3.27,11,0,13,1,2,0,3,0,0,0,14,82,0,0,2,1,1,1,0
Flamengo,262,Diego Ribas da Cunha,diego,Diego,38909,15,4,2,3.3,5.13,-0.74,1.23,10,0,16,0,3,0,0,0,0,0,23,36,2,0,1,4,0,0,0
Flamengo,262,César Bernardo Dutra,cesar,César,78086,15,1,6,0,3.38,0,1.2,4,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0
Flamengo,262,Everton Augusto de Barros Ribeiro,everton-ribeiro,Everton Ribeiro,51772,15,4,7,0,8.77,0,3.78,11,0,11,0,2,0,0,0,0,0,21,82,0,0,4,5,3,0,0
Flamengo,262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,15,3,6,3.7,6.36,-1.51,3.97,7,0,5,0,0,0,2,0,0,0,5,18,0,0,0,2,1,0,0
Flamengo,262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,15,3,6,0,8.92,0,2.78,9,0,9,0,1,0,2,0,0,0,3,16,0,0,1,3,0,0,0
Flamengo,262,Renê Rodrigues Martins,rene,Renê,78445,15,2,7,0,6.03,0,3.84,5,0,2,0,1,0,2,0,0,0,3,33,0,0,0,0,0,0,0
Flamengo,262,Gerson Santos da Silva,gerson,Gerson,89256,15,4,2,2.5,8.91,-0.1,2.04,10,0,24,0,3,0,0,0,0,0,33,38,0,0,2,6,0,1,0
Flamengo,262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,15,3,7,5.5,5.72,0.48,2.62,8,0,12,0,1,0,1,0,0,0,7,37,0,0,2,1,1,0,0
Flamengo,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,15,4,5,0,18.58,0,6.36,9,0,10,0,0,0,0,0,0,0,10,97,2,1,7,7,3,0,0
Flamengo,262,Gabriel Barbosa Almeida,gabriel,Gabriel,83257,15,5,5,0,13.46,0,6.96,9,0,3,0,2,0,0,0,0,0,10,55,0,1,11,15,5,7,0
Flamengo,262,Hugo de Souza Nogueira,hugo-souza,Hugo Souza,101574,15,1,2,-2.5,1.34,-1.82,1.27,3,0,0,0,0,0,1,1,0,2,0,12,0,0,0,0,0,0,0
Flamengo,262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,15,5,2,3.4,11.9,-1.71,4.14,9,0,20,0,5,0,0,0,0,0,26,56,3,1,4,5,2,4,0
Flamengo,262,João Pedro Vilardi Pinto,pepe,Pepê,101573,15,4,6,0,1.53,0,-0.2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Flamengo,262,Domènec Torrent Font,domenec-torrent,Domènec Torrent,109505,15,6,7,2.38,8.98,-1,3.84,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Ramon Ramos Lima,ramon,Ramon,101597,15,2,7,0,1.56,0,0.25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flamengo,262,Mauricio Aníbal Isla Isla,isla,Isla,69345,15,2,6,0,8.83,0,2.82,7,0,10,0,1,0,2,0,0,0,3,48,2,0,0,0,0,4,0
Flamengo,262,Guilherme da Silva Gonçalves,guilherme-bala,Guilherme Bala,105318,15,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Natan Bernardo de Souza,natan,Natan,107110,15,3,6,0,3.83,0,5.55,2,0,2,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0
Flamengo,262,Gabriel Rodrigues Noga,gabriel-noga,Gabriel Noga,107107,15,3,2,0,0.79,0,-1.3,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Flamengo,262,Vinicius Milani Bueno,milani,Milani,110188,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Richard Rios Montoya,richard-rios,Richard Rios,107111,15,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Otávio Ataide da Silva,otavio,Otávio,110189,15,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,José Ítalo Monteiro Fidelis dos Santos,italo,Ítalo,107108,15,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,15,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Lázaro Vinicius Marques,lazaro,Lázaro,110193,15,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Dhouglas Francisco de Souza Rodrigues,dhouglas,Dhouglas,110207,15,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,15,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,15,5,6,0.4,4.75,-2.7,4.6,11,0,11,0,1,0,0,0,0,0,9,21,0,0,7,6,5,3,0
Flamengo,262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,15,1,6,0,1.56,0,-0.9,3,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0
Flamengo,262,Michael Richard Delgado de Oliveira,michael,Michael,99392,15,5,6,-1.1,5.43,-0.48,1.6,8,0,11,0,1,0,0,0,0,0,2,25,1,0,3,9,0,0,0
Flamengo,262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,15,5,7,0,2.61,-0.06,0,6,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
Flamengo,262,Matheus Soares Thuler,thuler,Thuler,100125,15,3,2,0,2.37,0,-0.6,2,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Flamengo,262,Matheus França Silva,matheuzinho,Matheuzinho,101727,15,2,6,2.3,2.77,-0.46,2.77,6,0,2,0,1,0,1,0,0,0,2,18,1,0,3,1,0,0,0
Flamengo,262,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,104257,15,2,5,0,4.17,0,3.55,2,0,6,0,1,0,1,0,0,0,7,12,0,0,0,1,0,0,0
Flamengo,262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,15,4,2,4,6.13,-0.02,2.69,7,0,12,0,1,0,0,0,0,0,2,32,1,0,2,2,0,0,0
Flamengo,262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,15,5,6,0,3.82,0,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
Flamengo,262,João Victor Gomes da Silva,gomes,Gomes,107109,15,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botafogo,263,Keisuke Honda,honda,Honda,69940,15,4,6,11.7,6.99,1.93,3.02,9,0,11,0,0,0,0,0,0,0,5,40,0,0,1,5,1,0,0
Botafogo,263,Roberto Junior Fernández Torres,gatito-fernandez,Gatito Fernández,74061,15,1,6,0,14.9,0,5.6,8,0,0,0,1,0,3,13,0,7,0,62,0,0,0,0,0,0,0
Botafogo,263,Cícero Santos,cicero,Cícero,37688,15,4,6,0,5.29,0,-0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
