grouping_key,clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
Flamengo,262,Rodrigo Muniz Carvalho,rodrigo-muniz,Rodrigo Muniz,107112,21,5,6,0.5,1.84,0.36,1.23,6,0,7,0,1,0,0,0,0,0,7,6,0,0,1,1,1,2,0
Flamengo,262,João Pedro Vilardi Pinto,pepe,Pepê,101573,21,4,6,0,1.53,0,-0.2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Flamengo,262,Mauricio Aníbal Isla Isla,isla,Isla,69345,21,2,7,0,8.33,0,2.84,12,0,12,0,3,0,2,0,0,0,6,99,4,0,0,0,0,6,0
Flamengo,262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,21,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Natan Bernardo de Souza,natan,Natan,107110,21,3,3,-2.6,3.75,-1.47,3.55,7,0,5,0,3,0,1,0,0,0,2,25,1,0,1,2,1,0,0
Flamengo,262,João Victor Gomes da Silva,gomes,Gomes,107109,21,4,6,0,1.94,0,5.2,1,0,4,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0
Flamengo,262,Vinicius Milani Bueno,milani,Milani,110188,21,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Otávio Ataide da Silva,otavio,Otávio,110189,21,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Daniel Cabral de Oliveira,daniel-cabral,Daniel Cabral,110465,21,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,21,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flamengo,262,Gabriel Rodrigues Noga,gabriel-noga,Gabriel Noga,107107,21,3,6,0,0.78,0,-0.35,2,0,1,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0
Flamengo,262,José Ítalo Monteiro Fidelis dos Santos,italo,Ítalo,107108,21,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
